,Month,DayOfWeek,Time,CarrierDelay
4486063,8,1,15,9.0
2548709,5,6,6,40.0
3736980,7,5,12,21.0
3460673,6,5,9,23.0
3993864,7,4,13,13.0
6233014,11,5,18,31.0
49308,1,5,16,8.0
4465325,8,2,16,55.0
254261,1,1,6,64.0
6029874,11,7,17,5.0
2985244,5,5,22,21.0
4305259,8,7,21,5.0
6611547,12,6,10,57.0
2206369,4,1,15,28.0
3251932,6,4,10,248.0
4021496,7,1,21,16.0
1507486,3,7,12,105.0
6777069,12,7,15,7.0
72705,1,5,17,9.0
127903,1,7,16,4.0
1005299,2,2,12,9.0
1630493,3,7,13,8.0
4646090,8,5,13,11.0
1248668,3,2,20,4.0
3915641,7,3,18,10.0
5521807,10,2,6,18.0
6956185,12,3,12,5.0
6913099,12,1,14,15.0
4803132,8,6,6,17.0
1745706,3,5,18,48.0
880891,2,3,7,85.0
1753498,3,3,18,24.0
4770013,8,7,16,43.0
3938261,7,1,20,13.0
1572498,3,4,13,6.0
6360880,11,5,22,9.0
2698537,5,5,16,37.0
5868497,10,5,6,322.0
236073,1,7,10,77.0
3879416,7,1,11,14.0
1066416,2,4,10,33.0
1343234,3,4,14,74.0
3507160,6,1,16,4.0
5844599,10,1,17,18.0
1409064,3,6,13,89.0
6590025,12,2,15,51.0
3053842,6,5,13,6.0
6658884,12,3,11,3.0
2267844,4,5,15,33.0
3701381,7,4,15,27.0
3870321,7,3,13,52.0
709567,2,3,17,59.0
1790806,3,1,20,19.0
3327502,6,3,14,38.0
5581092,10,1,8,7.0
5718392,10,4,8,15.0
872663,2,3,17,4.0
841976,2,1,16,10.0
1517632,3,2,10,37.0
5600801,10,4,19,9.0
669846,2,5,21,1.0
4761567,8,4,7,18.0
5122526,9,2,16,5.0
4963455,9,7,19,51.0
3435872,6,5,7,15.0
5703163,10,3,7,109.0
5120306,9,7,18,6.0
6060366,11,3,16,68.0
922602,2,3,15,56.0
3620635,7,2,14,67.0
5501345,10,5,20,70.0
2553964,5,2,13,57.0
5200922,9,4,8,33.0
3235986,6,7,17,11.0
1209643,3,4,16,8.0
224570,1,1,14,6.0
1223182,3,1,14,3.0
6702799,12,1,10,41.0
302517,1,4,11,9.0
6991286,12,4,12,7.0
2381537,4,5,15,7.0
3359312,6,1,9,16.0
581054,1,5,0,32.0
1226066,3,2,19,1.0
4586377,8,7,14,9.0
2999041,6,2,18,31.0
2737349,5,5,0,58.0
6872763,12,6,16,4.0
1910730,4,4,14,24.0
4262536,8,1,16,44.0
411122,1,6,7,131.0
6018922,11,3,17,37.0
3841550,7,3,11,36.0
488793,1,4,9,51.0
5614160,10,3,17,42.0
109094,1,1,16,2.0
4156065,7,1,7,6.0
916641,2,2,10,55.0
1582290,3,7,14,18.0
4483357,8,6,15,6.0
658024,2,1,10,4.0
2053750,4,3,7,10.0
2141638,4,7,13,227.0
1697836,3,1,18,79.0
3293134,6,1,13,4.0
2658036,5,7,19,6.0
1031433,2,7,9,6.0
3929500,7,1,15,28.0
2640301,5,4,13,11.0
5663179,10,3,9,24.0
5808540,10,3,15,22.0
1083682,2,6,14,22.0
3106336,6,1,18,15.0
2794532,5,4,18,24.0
35656,1,1,13,4.0
6112299,11,7,14,3.0
6559171,12,6,15,94.0
1273026,3,2,8,84.0
6613218,12,2,14,33.0
3243208,6,7,16,25.0
3229555,6,2,16,42.0
855831,2,4,8,8.0
652779,2,7,17,7.0
2223544,4,5,18,63.0
6142189,11,5,20,58.0
4247324,8,4,11,8.0
3058749,6,6,13,43.0
1349387,3,1,11,17.0
6418281,11,6,18,56.0
2303319,4,1,14,13.0
1302641,3,2,17,33.0
713267,2,4,19,6.0
2709656,5,4,17,8.0
531897,1,7,18,21.0
6907585,12,5,17,57.0
3330176,6,6,15,21.0
40385,1,2,19,25.0
4284902,8,1,12,8.0
5133351,9,2,20,14.0
6946073,12,1,7,50.0
247200,1,7,14,32.0
4668480,8,3,22,21.0
2572828,5,7,11,27.0
1767603,3,4,19,21.0
2215237,4,6,13,34.0
1089856,2,4,19,16.0
4214813,7,7,17,34.0
5203629,9,4,16,32.0
6658352,12,1,21,1.0
256361,1,2,9,3.0
6844746,12,7,12,60.0
789801,2,6,12,16.0
4629811,8,2,21,18.0
2285868,4,6,23,14.0
935205,2,5,6,7.0
2965642,5,1,7,42.0
2981936,5,3,18,21.0
1009480,2,5,9,17.0
6358945,11,4,14,9.0
5298226,9,4,7,76.0
2784885,5,3,7,66.0
4147854,7,2,7,11.0
1665112,3,5,18,17.0
3957705,7,4,13,50.0
4514556,8,6,19,53.0
1928017,4,1,6,58.0
1290736,3,7,12,10.0
848202,2,5,16,7.0
2027877,4,7,14,22.0
4723709,8,4,19,84.0
4183047,7,2,19,84.0
1622869,3,4,21,8.0
6058021,11,7,12,36.0
1398166,3,2,17,16.0
2954332,5,1,20,50.0
5416176,10,7,19,10.0
269950,1,5,18,4.0
1383853,3,7,12,17.0
6333375,11,7,19,11.0
1625310,3,3,21,11.0
3550469,6,2,20,15.0
798931,2,5,15,65.0
6954613,12,1,16,3.0
4585673,8,5,10,24.0
864400,2,4,19,77.0
1954179,4,1,9,10.0
3400458,6,7,7,35.0
4100684,7,1,19,1.0
1632737,3,3,10,18.0
932167,2,7,19,6.0
4028470,7,7,13,8.0
2262492,4,4,17,22.0
4968269,9,7,12,25.0
3931090,7,2,8,34.0
6764537,12,3,13,12.0
4435013,8,2,12,5.0
3804388,7,3,13,120.0
6463707,11,4,17,5.0
327816,1,7,15,82.0
3509490,6,1,16,29.0
3666423,7,1,18,1.0
5423204,10,3,16,3.0
1483408,3,2,20,83.0
4788011,8,5,14,31.0
4586112,8,6,8,5.0
4456200,8,1,8,8.0
712700,2,4,20,2.0
5043380,9,7,14,3.0
5133072,9,2,16,22.0
2528174,5,3,7,132.0
1313498,3,7,8,25.0
3460212,6,3,7,21.0
6517333,12,5,17,1.0
2232635,4,1,15,11.0
5361350,9,5,13,9.0
1270467,3,1,14,52.0
4981936,9,7,11,53.0
1098169,2,5,19,5.0
1266841,3,7,20,7.0
6596194,12,4,13,42.0
6572898,12,3,14,1.0
4921731,9,5,15,4.0
6878849,12,1,14,67.0
2420911,5,1,13,1.0
6523976,12,7,21,3.0
3013098,6,7,21,99.0
5934096,10,4,6,98.0
3561490,6,5,8,17.0
437485,1,4,14,1.0
2907681,5,4,21,17.0
2007108,4,1,16,8.0
6693146,12,3,12,7.0
2127595,4,4,9,14.0
6805731,12,5,9,13.0
1525872,3,1,9,1.0
6361333,11,4,7,22.0
306633,1,5,13,15.0
6563263,12,1,13,5.0
2713651,5,5,14,3.0
148904,1,1,6,143.0
5938817,10,1,10,8.0
2104819,4,2,12,22.0
475797,1,6,8,16.0
6544478,12,7,14,127.0
6527596,12,1,18,30.0
1405941,3,6,19,14.0
670460,2,5,8,11.0
204481,1,3,18,59.0
5519085,10,5,9,19.0
6993740,12,1,10,19.0
4727619,8,4,15,21.0
34559,1,7,11,3.0
6606215,12,1,9,35.0
73429,1,5,14,5.0
1232446,3,4,16,16.0
2865705,5,5,13,37.0
4450957,8,5,18,20.0
6411065,11,7,6,29.0
2524136,5,5,18,38.0
2775085,5,4,11,31.0
2313762,4,3,18,10.0
6894192,12,3,17,17.0
2884617,5,1,15,11.0
3327463,6,1,10,8.0
3597820,6,6,18,50.0
2776015,5,2,17,36.0
5600398,10,1,15,8.0
6149106,11,3,7,56.0
1301623,3,3,20,2.0
564,1,4,12,6.0
2648404,5,6,17,21.0
4140382,7,5,14,23.0
4747741,8,2,22,24.0
3960436,7,3,21,13.0
5474812,10,4,19,2.0
893671,2,7,15,12.0
6377454,11,1,23,7.0
2188610,4,5,6,54.0
1332269,3,7,18,18.0
6320603,11,7,21,6.0
5406463,10,4,20,38.0
4770387,8,7,10,14.0
3320098,6,5,9,53.0
885841,2,5,9,4.0
1350805,3,2,15,38.0
4524332,8,7,8,19.0
6877344,12,5,6,29.0
6868379,12,6,19,25.0
3347843,6,7,17,19.0
1236917,3,5,9,4.0
835294,2,4,19,68.0
370450,1,5,13,20.0
4510903,8,3,22,16.0
51170,1,5,21,7.0
2203548,4,7,10,31.0
1815611,4,4,16,4.0
5504628,10,4,15,24.0
6070824,11,6,6,92.0
3037158,6,7,11,36.0
2255643,4,2,8,20.0
6871238,12,3,22,17.0
6816805,12,1,9,10.0
3513320,6,4,15,43.0
2432569,5,5,14,2.0
6763743,12,6,14,20.0
6641795,12,5,17,115.0
928139,2,3,20,30.0
1511616,3,7,9,62.0
6913235,12,3,20,1.0
1067109,2,7,11,12.0
6926518,12,5,11,26.0
6819320,12,1,18,40.0
4453908,8,7,10,112.0
4364219,8,5,7,15.0
6245624,11,7,8,2.0
6027875,11,7,12,15.0
5325004,9,1,19,22.0
3067608,6,2,11,2.0
2352717,4,5,0,36.0
6177398,11,5,11,10.0
3586303,6,4,19,3.0
2209174,4,5,12,34.0
918773,2,2,16,7.0
4528687,8,4,16,5.0
1813581,4,4,20,127.0
3345959,6,3,21,14.0
3308083,6,4,21,85.0
2841169,5,7,16,29.0
4898940,9,5,20,27.0
6187186,11,7,13,22.0
3417955,6,4,20,1.0
3568139,6,5,15,29.0
4248298,8,4,16,5.0
3614741,7,7,13,24.0
640064,2,3,18,6.0
6176035,11,4,11,31.0
4510470,8,3,13,27.0
3431560,6,7,13,14.0
2894039,5,3,14,8.0
6418220,11,6,16,6.0
3592823,6,2,0,70.0
1793159,4,5,13,8.0
3120157,6,2,22,17.0
6058120,11,7,19,18.0
2706938,5,6,18,116.0
4753546,8,2,18,2.0
730228,2,2,14,21.0
1633884,3,5,15,6.0
2431954,5,5,17,6.0
5451957,10,4,16,22.0
4842322,8,5,5,81.0
1310796,3,3,18,19.0
4099690,7,2,15,41.0
2812535,5,1,17,45.0
160145,1,4,8,27.0
910974,2,2,15,103.0
3280881,6,6,17,5.0
6784438,12,5,20,3.0
3126868,6,2,21,163.0
6715117,12,5,7,9.0
74674,1,5,16,10.0
2270777,4,1,19,99.0
927171,2,3,9,25.0
4444815,8,1,12,16.0
6282005,11,5,10,73.0
4515604,8,7,18,15.0
6761316,12,5,18,260.0
6031915,11,6,19,23.0
206280,1,4,15,24.0
837221,2,2,7,22.0
4452753,8,6,10,10.0
2102372,4,7,12,11.0
1956129,4,2,11,19.0
1524513,3,5,21,38.0
3382474,6,4,8,52.0
2380136,4,4,19,25.0
1242669,3,7,21,9.0
6247979,11,5,19,1.0
576766,1,1,7,67.0
1198357,3,1,20,11.0
4857728,9,7,21,2.0
4257482,8,7,15,24.0
4765817,8,2,22,22.0
6800132,12,3,12,36.0
769349,2,7,11,34.0
5761396,10,5,20,48.0
2051657,4,1,12,11.0
4111302,7,7,15,270.0
2653460,5,3,18,9.0
6964530,12,6,21,40.0
3245230,6,4,6,19.0
1524481,3,7,17,193.0
1098176,2,7,19,116.0
4492814,8,7,21,7.0
2876426,5,3,18,17.0
1722967,3,5,14,50.0
1974749,4,5,13,18.0
731929,2,4,9,23.0
4698917,8,1,15,31.0
4267217,8,3,7,13.0
3278946,6,4,18,4.0
3839243,7,1,16,29.0
254055,1,1,18,21.0
2024567,4,4,20,18.0
986079,2,5,16,61.0
3400562,6,5,9,56.0
2465111,5,1,11,22.0
6379253,11,7,16,69.0
3628631,7,4,18,2.0
2892007,5,4,15,6.0
2866121,5,5,12,58.0
1157694,2,7,20,8.0
4070171,7,6,15,41.0
2283792,4,7,13,4.0
626425,2,5,19,10.0
4585485,8,4,20,3.0
4213358,7,5,16,77.0
6594972,12,2,7,41.0
1745195,3,3,17,41.0
4196249,7,7,19,5.0
1134811,2,7,20,10.0
3923972,7,4,11,8.0
5409963,10,5,13,28.0
4842301,8,5,17,9.0
1304717,3,6,13,20.0
546430,1,2,22,16.0
3105257,6,2,17,43.0
3073928,6,4,13,36.0
4818726,8,1,5,8.0
2453021,5,4,18,1.0
5016743,9,2,14,2.0
3935364,7,2,10,21.0
3797300,7,6,20,21.0
3675432,7,4,9,2.0
424020,1,5,0,83.0
3148418,6,1,6,110.0
1375673,3,3,11,17.0
246778,1,2,7,7.0
6467122,12,3,15,9.0
3943948,7,3,13,40.0
1093232,2,2,6,43.0
4665114,8,2,13,47.0
1522650,3,7,13,147.0
5135164,9,4,20,45.0
1655103,3,5,17,36.0
524521,1,4,21,33.0
3093137,6,3,15,3.0
6731084,12,1,15,20.0
3219656,6,5,22,12.0
980259,2,6,13,60.0
3336408,6,3,18,7.0
5308498,9,6,9,22.0
682428,2,2,14,3.0
5936167,10,5,18,8.0
3737017,7,2,6,261.0
595226,1,7,8,280.0
208888,1,6,11,140.0
2183652,4,7,10,20.0
4731225,8,2,18,261.0
4527402,8,3,9,25.0
3707200,7,6,9,7.0
1703512,3,7,12,144.0
6331183,11,6,15,11.0
1453720,3,4,18,14.0
3060098,6,7,19,2.0
2434668,5,5,21,59.0
502699,1,4,9,36.0
6242320,11,1,10,5.0
3620031,7,1,20,28.0
1307783,3,2,14,3.0
4781161,8,7,21,41.0
3523160,6,7,13,56.0
426756,1,2,13,16.0
6722597,12,4,9,12.0
822009,2,5,14,71.0
2431533,5,5,12,62.0
2327314,4,5,8,22.0
1186602,3,4,19,5.0
3262313,6,5,11,10.0
745885,2,3,6,149.0
1499294,3,7,13,6.0
2658435,5,7,19,8.0
2904083,5,6,19,20.0
1937350,4,7,20,52.0
5668376,10,7,18,7.0
1703373,3,1,16,48.0
5687764,10,4,19,61.0
375085,1,2,14,16.0
6597545,12,6,19,50.0
2295627,4,4,21,57.0
2613929,5,1,15,4.0
1429029,3,2,13,96.0
2318315,4,7,6,15.0
2208212,4,3,21,4.0
965674,2,3,13,44.0
1766333,3,1,19,31.0
5781245,10,5,19,70.0
1062514,2,5,16,12.0
1688912,3,7,20,9.0
203078,1,2,6,23.0
4365267,8,7,19,69.0
6496887,12,5,14,6.0
2288938,4,5,20,90.0
6588603,12,6,16,18.0
3321243,6,7,11,30.0
3449253,6,3,17,6.0
864026,2,3,15,92.0
1792156,4,4,15,9.0
1859071,4,3,17,8.0
3240233,6,3,6,33.0
5464304,10,1,18,20.0
5537191,10,4,20,40.0
6310568,11,5,10,11.0
3950029,7,5,14,229.0
1648131,3,1,10,14.0
3509693,6,2,11,19.0
3910266,7,3,15,34.0
6048867,11,4,20,3.0
4988194,9,5,17,23.0
3441937,6,3,18,39.0
3171250,6,4,15,109.0
85303,1,2,17,4.0
6959831,12,4,17,7.0
1679432,3,6,7,23.0
6330721,11,4,7,34.0
4760988,8,7,21,72.0
3680080,7,5,19,36.0
1424881,3,2,12,16.0
285554,1,4,16,22.0
6934610,12,6,18,18.0
1220160,3,7,14,2.0
933139,2,4,15,7.0
4967243,9,5,15,46.0
4690562,8,1,19,17.0
6261659,11,4,22,30.0
4244309,8,3,9,1.0
6523118,12,7,12,7.0
1667922,3,2,7,10.0
3050265,6,4,18,2.0
1807766,4,2,19,23.0
2503365,5,5,9,21.0
4450611,8,5,8,52.0
4835866,8,7,9,42.0
1325898,3,4,12,40.0
1179393,3,2,17,2.0
5413464,10,7,18,20.0
5908172,10,3,18,294.0
1071756,2,1,16,15.0
6517519,12,5,17,1.0
3182903,6,4,8,15.0
5995695,11,3,16,2.0
1233319,3,4,21,22.0
546228,1,4,10,57.0
3556561,6,3,17,19.0
512281,1,4,18,10.0
919725,2,5,14,93.0
6854486,12,5,21,8.0
2341201,4,1,20,260.0
441831,1,5,6,45.0
4101988,7,4,17,6.0
4626679,8,4,12,2.0
547176,1,3,10,7.0
2506080,5,5,15,11.0
6825036,12,3,7,42.0
4277010,8,5,20,5.0
6852917,12,5,17,41.0
3341968,6,3,16,4.0
1739070,3,3,7,35.0
6744486,12,5,20,23.0
5875518,10,5,6,35.0
184518,1,4,13,30.0
2531087,5,7,12,82.0
4474918,8,3,9,38.0
6303391,11,1,13,163.0
6671499,12,3,16,6.0
644519,2,4,9,10.0
6569056,12,1,16,2.0
4462755,8,4,10,17.0
3752914,7,1,7,16.0
1947395,4,3,19,33.0
186162,1,5,11,77.0
4313000,8,2,11,16.0
3930759,7,2,19,22.0
4838220,8,2,18,1.0
2460322,5,6,12,5.0
6630588,12,1,16,7.0
1090595,2,2,10,20.0
1827366,4,1,18,16.0
3441108,6,5,21,94.0
4040369,7,4,17,12.0
5638331,10,5,18,5.0
2869293,5,6,8,2.0
2907871,5,1,21,84.0
979837,2,5,5,191.0
1753511,3,6,6,10.0
6284763,11,1,16,29.0
1288271,3,1,15,4.0
4595143,8,4,21,55.0
3329690,6,2,17,156.0
779782,2,7,12,37.0
1220990,3,7,12,4.0
6747652,12,1,6,252.0
2224456,4,1,21,46.0
1647578,3,2,8,15.0
6957384,12,6,22,15.0
2686462,5,4,15,2.0
1686240,3,7,6,67.0
6277403,11,2,9,3.0
5248699,9,1,22,51.0
2039594,4,5,14,17.0
1575737,3,1,13,9.0
1214173,3,5,7,2.0
6840403,12,1,13,4.0
407498,1,1,9,83.0
6783452,12,1,11,9.0
4373173,8,4,17,83.0
6085113,11,6,16,10.0
2590358,5,4,10,14.0
4481948,8,3,8,9.0
2452119,5,4,21,21.0
6748555,12,2,7,77.0
759334,2,3,16,62.0
2487536,5,5,16,11.0
4391482,8,6,14,53.0
3210081,6,6,16,24.0
2469361,5,2,8,24.0
3041668,6,1,7,83.0
1817774,4,5,14,1.0
6715401,12,5,22,127.0
2526481,5,1,18,81.0
4729874,8,2,21,3.0
6741508,12,3,11,1.0
6226858,11,1,12,180.0
6480616,12,1,14,76.0
2813077,5,1,18,87.0
3133374,6,4,12,59.0
6547511,12,1,15,10.0
344161,1,5,10,16.0
3591565,6,1,20,20.0
1480480,3,7,20,5.0
1925042,4,4,7,16.0
1741236,3,7,16,10.0
871741,2,3,14,16.0
3201128,6,1,21,50.0
3012817,6,7,13,1.0
2378755,4,3,17,9.0
2277306,4,6,13,2.0
5718893,10,4,19,12.0
1017250,2,3,8,28.0
4359785,8,4,9,73.0
4805835,8,5,12,5.0
4795564,8,5,9,159.0
93591,1,4,18,7.0
579481,1,4,22,72.0
3838458,7,3,11,9.0
5083548,9,3,20,2.0
6670568,12,3,9,28.0
6395080,11,2,16,30.0
3246718,6,7,21,10.0
1710807,3,1,15,58.0
5096427,9,7,22,7.0
6303749,11,3,15,79.0
3880072,7,1,11,11.0
4839488,8,3,18,30.0
179718,1,1,16,49.0
681308,2,2,17,1.0
1015486,2,5,21,2.0
3127605,6,3,21,209.0
971589,2,6,7,52.0
1821278,4,6,16,18.0
499311,1,6,9,63.0
969230,2,5,11,64.0
6028453,11,7,15,3.0
552125,1,5,20,1.0
4784315,8,6,17,135.0
3006496,6,5,16,1.0
1426765,3,7,8,45.0
2721760,5,2,15,30.0
3741932,7,7,12,59.0
2905990,5,4,15,21.0
3757770,7,7,19,16.0
747014,2,5,16,25.0
4763582,8,3,20,7.0
5250817,9,4,18,41.0
4977090,9,6,11,37.0
6654429,12,5,9,8.0
3031302,6,5,19,1.0
6841494,12,7,6,106.0
3740148,7,4,13,38.0
406871,1,4,8,22.0
3282927,6,1,8,28.0
6037433,11,5,20,105.0
5690273,10,4,22,33.0
6628401,12,5,20,3.0
694595,2,5,15,12.0
759178,2,3,21,36.0
436059,1,4,12,9.0
3141587,6,1,16,46.0
4216333,7,1,18,8.0
2223732,4,5,6,16.0
502989,1,2,8,24.0
5903407,10,3,9,20.0
2631709,5,5,8,19.0
1710685,3,3,12,11.0
3928621,7,7,16,34.0
52507,1,6,17,3.0
5642348,10,2,18,6.0
1627436,3,5,8,36.0
3699747,7,4,16,12.0
4557487,8,6,13,79.0
4397781,8,3,15,142.0
2059934,4,1,13,31.0
953396,2,5,18,4.0
1671013,3,6,10,46.0
3710093,7,6,17,10.0
4192412,7,1,6,63.0
976050,2,6,6,224.0
722946,2,5,6,17.0
2377930,4,2,8,54.0
1649202,3,2,11,18.0
2900304,5,7,20,5.0
4223710,7,7,9,25.0
1760714,3,4,13,33.0
5181158,9,6,10,22.0
253434,1,7,8,20.0
893839,2,7,15,202.0
4544853,8,5,11,5.0
4756090,8,6,10,5.0
263376,1,7,14,4.0
2952537,5,6,19,19.0
3114598,6,1,17,69.0
1310806,3,3,18,107.0
300520,1,3,15,5.0
6902445,12,4,11,6.0
4324099,8,6,16,5.0
1182468,3,3,19,8.0
1473021,3,5,20,38.0
2766082,5,5,17,87.0
285585,1,4,9,1.0
2934807,5,1,16,2.0
4120341,7,5,9,22.0
394133,1,5,19,3.0
142481,1,6,7,41.0
6904250,12,4,15,34.0
4716891,8,6,18,6.0
1483644,3,2,8,4.0
4094335,7,7,19,21.0
6327580,11,5,10,28.0
3418043,6,2,17,3.0
3392544,6,3,17,16.0
45700,1,4,13,107.0
3064131,6,1,21,85.0
6966007,12,1,9,2.0
551652,1,4,8,8.0
5132596,9,1,20,76.0
3946507,7,4,7,22.0
5203887,9,2,11,15.0
3659668,7,6,11,185.0
975919,2,5,13,3.0
3149682,6,3,13,80.0
1289400,3,3,12,43.0
2113701,4,5,17,12.0
400454,1,4,9,37.0
3832995,7,4,7,105.0
2278482,4,2,13,19.0
4033568,7,2,6,35.0
4837509,8,1,20,15.0
2785146,5,2,13,21.0
4155617,7,1,7,51.0
1149507,2,6,11,15.0
1100051,2,6,15,30.0
984247,2,1,7,26.0
440908,1,5,8,14.0
3827315,7,3,15,15.0
882333,2,4,19,32.0
748997,2,6,12,28.0
1023797,2,3,17,61.0
1669070,3,7,18,73.0
6027310,11,7,12,9.0
392502,1,7,15,260.0
4019212,7,7,20,4.0
2174916,4,2,18,17.0
5041044,9,2,23,15.0
4420596,8,7,13,29.0
3746913,7,7,14,38.0
156147,1,4,19,20.0
4737523,8,7,19,5.0
1320084,3,2,16,356.0
4662958,8,7,15,11.0
4564490,8,3,8,92.0
245109,1,2,13,21.0
4167034,7,7,19,54.0
3545605,6,7,20,28.0
5344127,9,7,10,17.0
3563376,6,7,15,14.0
6801811,12,6,22,40.0
2207281,4,7,9,89.0
2782332,5,3,19,5.0
1017005,2,4,6,29.0
4937647,9,2,6,17.0
258738,1,3,19,7.0
1582027,3,7,20,12.0
1850875,4,1,21,24.0
1488427,3,5,14,20.0
1513100,3,4,12,21.0
6254006,11,6,17,15.0
1169382,2,7,19,32.0
735279,2,2,9,292.0
3305998,6,2,8,13.0
2494012,5,1,19,87.0
4147103,7,3,15,36.0
1279967,3,5,20,17.0
4180782,7,4,21,3.0
1122850,2,7,7,62.0
5967282,11,2,10,3.0
1411552,3,7,13,13.0
6524437,12,7,17,22.0
5853043,10,7,7,34.0
4135699,7,3,7,142.0
1731079,3,3,12,2.0
2882875,5,6,18,10.0
4246471,8,3,20,12.0
4368932,8,5,14,24.0
4758465,8,5,16,9.0
644604,2,4,18,6.0
2278778,4,7,17,1.0
2959078,5,1,11,25.0
4056664,7,6,16,1.0
756729,2,5,7,19.0
3077519,6,5,12,1.0
162685,1,1,10,16.0
754253,2,1,20,19.0
4685492,8,2,12,84.0
2636016,5,4,20,30.0
6619842,12,2,11,22.0
3088662,6,1,16,112.0
6541423,12,6,19,6.0
3809982,7,6,11,65.0
1486107,3,4,21,7.0
4388417,8,1,8,44.0
2814600,5,4,19,64.0
4488525,8,2,17,16.0
5510510,10,7,13,17.0
4216066,7,1,18,9.0
3743776,7,2,19,22.0
5300277,9,7,18,17.0
3136025,6,7,10,104.0
2368040,4,1,10,11.0
722959,2,2,21,12.0
2014631,4,7,7,42.0
3038317,6,7,14,3.0
4914558,9,3,17,7.0
265082,1,1,17,12.0
3372747,6,6,12,22.0
4749896,8,4,7,18.0
727824,2,6,8,30.0
1157229,2,4,19,34.0
3098938,6,7,13,62.0
6921732,12,7,9,17.0
5321936,9,1,18,126.0
4104847,7,3,9,66.0
3795159,7,4,7,77.0
4183217,7,1,16,9.0
2419429,5,1,21,23.0
1031279,2,2,19,13.0
2724261,5,5,21,35.0
522763,1,5,21,12.0
6487854,12,3,9,2.0
6825171,12,2,19,12.0
4032728,7,2,16,39.0
4495003,8,5,11,13.0
2065829,4,5,10,28.0
812340,2,5,14,31.0
3424796,6,7,13,4.0
6600450,12,3,17,255.0
2650616,5,1,20,31.0
2893593,5,5,10,111.0
2056223,4,5,9,30.0
774621,2,4,9,40.0
6041479,11,7,21,8.0
1776524,3,4,16,6.0
4567222,8,3,16,197.0
5973201,11,3,17,8.0
3011966,6,6,12,8.0
2521193,5,1,6,53.0
5377783,9,3,16,16.0
6052018,11,7,20,10.0
1698429,3,7,19,8.0
4696110,8,2,6,38.0
2862378,5,7,17,26.0
4195236,7,7,15,2.0
4492585,8,6,11,19.0
139366,1,2,18,22.0
160324,1,4,19,22.0
1078480,2,2,14,12.0
3488601,6,7,22,21.0
5369598,9,3,21,20.0
4381025,8,1,19,158.0
778496,2,6,11,21.0
6770071,12,3,12,10.0
6619061,12,7,13,55.0
4006309,7,1,10,20.0
4836394,8,7,15,102.0
1006223,2,1,9,15.0
1727461,3,4,20,7.0
6310764,11,5,19,4.0
2545195,5,7,16,105.0
6797736,12,7,21,13.0
6236381,11,7,10,15.0
4378314,8,4,10,68.0
2282134,4,2,9,39.0
6837272,12,4,9,50.0
515321,1,2,11,76.0
667385,2,4,20,15.0
6210469,11,4,18,171.0
1586061,3,7,18,37.0
2177735,4,6,12,127.0
4751264,8,5,20,38.0
2826208,5,1,6,84.0
2956969,5,2,18,20.0
1123293,2,1,19,2.0
3866331,7,7,6,33.0
5614954,10,7,18,12.0
6610469,12,4,15,26.0
726622,2,7,16,70.0
805182,2,2,12,25.0
2687802,5,5,14,3.0
4506763,8,7,14,54.0
2512250,5,4,14,9.0
6048167,11,5,14,4.0
6812671,12,3,20,1.0
638491,2,2,16,10.0
3752791,7,1,16,25.0
1413679,3,7,20,31.0
842754,2,1,8,9.0
155862,1,3,14,75.0
6221072,11,5,19,48.0
6253076,11,6,20,6.0
3187735,6,7,20,27.0
226034,1,4,18,29.0
4337819,8,2,17,3.0
3027125,6,4,20,38.0
3323488,6,2,12,41.0
154318,1,1,19,51.0
6671610,12,3,16,21.0
6911913,12,7,19,34.0
6605923,12,7,13,33.0
5687529,10,3,12,28.0
3344172,6,4,21,4.0
3368249,6,5,20,22.0
3812152,7,1,17,7.0
6642001,12,5,7,11.0
1644366,3,4,9,39.0
3282989,6,1,18,48.0
3951415,7,2,10,20.0
2263831,4,6,10,62.0
4216077,7,1,15,12.0
1385291,3,1,12,29.0
585873,1,4,14,3.0
